"Country","ISO3","Specie","Breed/Most common name","Language","Description","Transboundary name","Other name"
"Afghanistan","AFG","Ass","Donkey","eng. = breed name unknown","","",""
"Afghanistan","AFG","Cattle","Afghan","","","","Kabuli"
"Afghanistan","AFG","Cattle","Kandahari","","","",""
"Afghanistan","AFG","Cattle","Konari","","","",""
"Afghanistan","AFG","Cattle","Kunari","","","","Kunary"
"Afghanistan","AFG","Cattle","Shakhansurri","","","",""
"Afghanistan","AFG","Cattle","Sistani","","","",""
"Afghanistan","AFG","Cattle","Watani","","","",""
"Afghanistan","AFG","Chicken","Fayoumi","","","Fayoumi",""
"Afghanistan","AFG","Chicken","Khasaki","","","",""
"Afghanistan","AFG","Chicken","Kulangi","","","",""
"Afghanistan","AFG","Chicken","Pusty","","","","Pusti"
"Afghanistan","AFG","Chicken","Sabzwari","","","",""
"Afghanistan","AFG","Dromedary","Burden camel","eng. = breed name unknown","","",""
"Afghanistan","AFG","Dromedary","Riding camel","eng.= breed name unknown","","",""
"Afghanistan","AFG","Goat","Asmari","","","","Gujeri"
"Afghanistan","AFG","Goat","Cheeli","","","",""
"Afghanistan","AFG","Goat","Markhor","eng.","","Markhor","Capra Falconeri Wagner"
"Afghanistan","AFG","Goat","Paroni","","","",""
"Afghanistan","AFG","Goat","Rahnama","","","",""
"Afghanistan","AFG","Goat","Watani","alb.","","","Afghan Native Black, Kabuli, Kandahari, Tajiki, Vatani"
"Afghanistan","AFG","Horse","Buzkashi","","","",""
"Afghanistan","AFG","Horse","Dawand","","","",""
"Afghanistan","AFG","Horse","Herati","","","",""
"Afghanistan","AFG","Horse","Kohband","","","",""
"Afghanistan","AFG","Horse","Mazari","","","",""
"Afghanistan","AFG","Horse","Qatgani","","","",""
"Afghanistan","AFG","Horse","Qazal","","","",""
"Afghanistan","AFG","Horse","Samand","","","",""
"Afghanistan","AFG","Horse","Tooraq","","","",""
"Afghanistan","AFG","Horse","Waziri","","","Waziri",""
"Afghanistan","AFG","Horse","Yabu","","","Yabu",""
"Afghanistan","AFG","Horse","Yargha","","","",""
"Afghanistan","AFG","Sheep","Afghan Arabi","","","",""
"Afghanistan","AFG","Sheep","Baluchi","","","Baluchi","Araghi, Farahani, Kermani, Khorasani, Mengali, Naeini, Neini, Shinwari, Taraki, Yazda, Baluchi Dumba"
"Afghanistan","AFG","Sheep","Gadik","","","",""
"Afghanistan","AFG","Sheep","Ghiljai","","","","Ghaljai, Ghilzai"
"Afghanistan","AFG","Sheep","Hazaragie","","","",""
"Afghanistan","AFG","Sheep","Kandahari","","","","Farah, Herat, Herati, Farahi"
"Afghanistan","AFG","Sheep","Karakul","","","Karakul","Astrakhan, Bukhara, Karakul'Skaya, Persian Lamb, Persian Lambrakhan, Karakul'"
"Afghanistan","AFG","Sheep","Marco Polo's Sheep","eng.","","Marco Polo's Sheep","Great Pamir Sheep, Pamir Argali, Great Tibetan Sheep"
"Afghanistan","AFG","Sheep","Panjsher Gadik","","","",""
"Afghanistan","AFG","Sheep","Turki","","","Turki","Afghani"
"Afghanistan","AFG","Sheep","Urial","","","Urial","Vignei Section, Ovis Orientalis Gmelin"
"Afghanistan","AFG","Sheep","Wakhan Gadik","","","",""
"Afghanistan","AFG","Yak (domestic)","Yak","","","",""
"Angola","AGO","Cattle","Africander","","","Africander",""
"Angola","AGO","Cattle","Barotse","","","Barotse","Rowzi, Rozi, Lozi"
"Angola","AGO","Cattle","Bonsmara","","","Bonsmara",""
"Angola","AGO","Cattle","Brahman","","","Brahman",""
"Angola","AGO","Cattle","Brown-Swiss","","","Brown Swiss",""
"Angola","AGO","Cattle","Cateta","","","",""
"Angola","AGO","Cattle","Charolais","fr.","","Charolais",""
"Angola","AGO","Cattle","Damara","","","Damara","Herero"
"Angola","AGO","Cattle","Daomé","","","",""
"Angola","AGO","Cattle","Holstein Frisian","","","Holstein (black and white)",""
"Angola","AGO","Cattle","Humbe","","","","Humbi"
"Angola","AGO","Cattle","Jersey","eng.","","Jersey",""
"Angola","AGO","Cattle","Kwaniama","","","",""
"Angola","AGO","Cattle","Mocho de Malange","","","",""
"Angola","AGO","Cattle","Mocho de Quilengues","","","","Tshilengue, Ondango"
"Angola","AGO","Cattle","Mucubai","","","","Mucubal"
"Angola","AGO","Cattle","Mumuíla","","","",""
"Angola","AGO","Cattle","N'dama","","","",""
"Angola","AGO","Cattle","N'guni","","","Nguni",""
"Angola","AGO","Cattle","Nelore","","","Nelore",""
"Angola","AGO","Cattle","Santa Gertrudes","","","Santa Gertrudis",""
"Angola","AGO","Cattle","Simbra","","","Simbrah",""
"Angola","AGO","Cattle","Simmentaller","","","Simmental",""
"Angola","AGO","Goat","Algerian Boer Goat","","","Boer",""
"Angola","AGO","Goat","Boer","","","Boer",""
"Angola","AGO","Goat","Muhanda","","","",""
"Angola","AGO","Pig","Duroc","fr.","","Duroc",""
"Angola","AGO","Pig","Ganda","","","",""
"Angola","AGO","Pig","Jambona Munhanda","","","",""
"Angola","AGO","Pig","Landrace","","","Landrace",""
"Angola","AGO","Pig","Large White","eng.","","Large White",""
"Angola","AGO","Pig","Porco do Bengo","","","","Suína do Bengo/Luanda, Suíno do Bengo"
"Angola","AGO","Pig","Porco do Kunene","","","","Suíno do Kunene"
"Angola","AGO","Sheep","Angola Long-Legged","eng.","","",""
"Angola","AGO","Sheep","Angola Maned","eng.","","","Coquo"
"Angola","AGO","Sheep","Dorper","","","Dorper",""
"Angola","AGO","Sheep","Karacul","","","Karakul","Caraculo"
"Angola","AGO","Sheep","Merino","","","Merino",""
"Angola","AGO","Sheep","Mondombes","","","","Mucubais, Herero"
"Angola","AGO","Sheep","Persian","","","Blackhead Persian","Persa"
"Angola","AGO","Sheep","Zunu","","","","Zenu, Goitred"
"Anguilla","AIA","Cattle","Puerto Rican","eng.","","Puerto Rican",""
"Anguilla","AIA","Goat","Creole","sp.","","Creole","West Indian"
"Albania","ALB","Ass","Comune","alb.","","","Local donkey, Common"
"Albania","ALB","Buffalo","Buffaloes","alb.","","Mediterranean",""
"Albania","ALB","Cattle","Albanian Prespa Cattle","Eng","","","Mistrece"
"Albania","ALB","Cattle","Black and White","eng.","","Holstein (black and white)","Laramane"
"Albania","ALB","Cattle","Blanc Bleu Belge","","","Belgian Blue",""
"Albania","ALB","Cattle","Busha","Alb.","","Buša","Lopa e Lekbibajt, Lopa Gurgucka, Red of Scutary"
"Albania","ALB","Cattle","Charolais","","","Charolais",""
"Albania","ALB","Cattle","Holstein","","","Holstein (black and white)",""
"Albania","ALB","Cattle","Jersey","eng.","","Jersey","Sukthi"
"Albania","ALB","Cattle","Limousin","","","Limousin",""
"Albania","ALB","Cattle","Maramane","","","",""
"Albania","ALB","Cattle","Markigiana","alb.","","Marchigiana",""
"Albania","ALB","Cattle","Oberinntal","","","","Grauvieh, Oberinntal, Valbona"
"Albania","ALB","Cattle","Piemonteze","alb.","","Piedmont",""
"Albania","ALB","Cattle","Red Estonian","","","Estonian Red",""
"Albania","ALB","Cattle","Red Norwegian","","","",""
"Albania","ALB","Cattle","Simmental","eng.","","Simmental","Lare e Kuge"
"Albania","ALB","Cattle","Tarentaise","fr.","","Tarentaise","Tarine"
"Albania","ALB","Chicken","Commune hen","alb.","","",""
"Albania","ALB","Chicken","Hy-Line","eng.","","Commercial strain, layer, Hy-Line",""
"Albania","ALB","Chicken","Leghorn","eng.","","Commercial strain, layer, Leghorn",""
"Albania","ALB","Chicken","Local Black Tropoja Lekbibaj","eng.","","",""
"Albania","ALB","Chicken","Local Tirana","eng.","","",""
"Albania","ALB","Chicken","Local Tropoja Pac","eng.","","",""
"Albania","ALB","Chicken","Lohmann","","","Commercial strain, layer, Lohmann",""
"Albania","ALB","Goat","Alpine","eng.","","Alpine",""
"Albania","ALB","Goat","Capore e Mokrres","alb.","","",""
"Albania","ALB","Goat","Caporre e Dragobisë","alb.","Caporre","","Dragobi"
"Albania","ALB","Goat","Dukati","alb.","","",""
"Albania","ALB","Goat","Hasi","alb.","","","Hasit"
"Albania","ALB","Goat","Lara e Kallmetit","Alb.","","","Larashe"
"Albania","ALB","Goat","Liqenas","alb.","","",""
"Albania","ALB","Goat","Merturi","alb.","","",""
"Albania","ALB","Goat","Murme E Zeze","alb.","","",""
"Albania","ALB","Goat","Muxhake","","","",""
"Albania","ALB","Goat","Muzhake Lunxheria","alb.","","",""
"Albania","ALB","Goat","Muzhake Vrina","alb.","","",""
"Albania","ALB","Goat","Ranga","alb.","","",""
"Albania","ALB","Goat","Sana","alb.","","Saanen","Saanen"
"Albania","ALB","Goat","Smokthina","alb.","","",""
"Albania","ALB","Goat","Syka e Matit","alb.","Syka","",""
"Albania","ALB","Goat","Tranga","alb.","","","Tranges"
"Albania","ALB","Goat","Vela","alb.","","",""
"Albania","ALB","Goat","Velipoja","arb.","","",""
"Albania","ALB","Goat","Vendi","alb.","","","Commune, local goat, Common"
"Albania","ALB","Horse","Arab","eng.","","Arab","Sardo-arab"
"Albania","ALB","Horse","Comune","alb.","","","Common"
"Albania","ALB","Horse","Haflinger","","","Haflinger",""
"Albania","ALB","Horse","Nonius","eng.","","Nonius",""
"Albania","ALB","Pig","Comune","alb.","","","Common"
"Albania","ALB","Pig","Durok","","","Duroc",""
"Albania","ALB","Pig","Kahyb","","","Kahyb",""
"Albania","ALB","Pig","Landras","","","Landrace",""
"Albania","ALB","Pig","Large White","eng.","","Large White",""
"Albania","ALB","Pig","Local pig","","","",""
"Albania","ALB","Pig","Pietren","","","Pietrain","Pietrain"
"Albania","ALB","Sheep","Awassi","","","Awassi",""
"Albania","ALB","Sheep","Baca","Alb.","","",""
"Albania","ALB","Sheep","Bardhoka","alb.","","","Bardhok, Bardoka"
"Albania","ALB","Sheep","Chios","","","Chios",""
"Albania","ALB","Sheep","Comune","alb.","","","Common"
"Albania","ALB","Sheep","Golemi","alb.","","",""
"Albania","ALB","Sheep","Havasi","alb.","","",""
"Albania","ALB","Sheep","Il d'Frans","alb.","","","Ile-de-France"
"Albania","ALB","Sheep","Kugi","alb.","","",""
"Albania","ALB","Sheep","Lara e Polisit","alb.","","",""
"Albania","ALB","Sheep","Mati","alb.","","",""
"Albania","ALB","Sheep","Merino","eng.","","Merino",""
"Albania","ALB","Sheep","Recka","","","",""
"Albania","ALB","Sheep","Ruda","alb.","","","Rude, Ruda"
"Albania","ALB","Sheep","Shkodrane","alb.","Shkodrane means sheep that breeding in Shkorda region Zhuja is name used in Montenegro","","Delja Shkodrane, Shkodra, Zhuja"
"Albania","ALB","Sheep","Tsygaia","alb.","","Tsigai","Cernohubka, Cigaja, Tigaie, Tsigai, Tsygaja, Cigàja"
"Albania","ALB","Sheep","Zagoria","alb.","","",""
"Albania","ALB","Turkey","Zadrima","alb.","","",""
"United Arab Emirates","ARE","Ass","wild ass","arabic","","",""
"United Arab Emirates","ARE","Chicken","Black local chicken","arabic","","",""
"United Arab Emirates","ARE","Dog","saluki","arabic","**Salukis**, also known as Salukis or Arabian Hunting Dogs, are one of the oldest dog breeds used for hunting in the world. This breed originates from the Middle East and the Arabian Peninsula, where it was used for hunting game such as rabbits and gazelles.  **Physical Characteristics:**  - **Body:** The Saluki is a slender and tall dog, distinguished by its sleek and well-proportioned body, which is ideally suited for hunting. - **Color:** Its coat can vary in color, including white, brown, black, or a combination of these colors. - **Head:** The head is long and narrow with a straight nose and long, slender ears. - **Legs:** The Saluki has long, thin legs that assist it in running at high speeds. - **Tail:** The tail is long and curved, and is considered a part of its elegant appearance.","",""
"United Arab Emirates","ARE","Dromedary","Majahim","arabic","The Majahim are one of the most famous camel breeds in the Arabian Peninsula, particularly in Saudi Arabia and the Gulf countries. This breed is distinguished by its large size and tall stature, with a shoulder height that can reach up to 3 meters. Their color is typically dark black or deep brown, which sets them apart from other breeds.  Majahim camels have a large head with small ears and big, beautiful eyes, along with a long and strong neck. The hump is large and prominent, giving them a majestic appearance. Their legs are long and straight, providing them with high endurance and the ability to travel long distances.  Majahim camels are well-known for their high milk production, and they are primarily raised for this purpose, in addition to their participation in beauty contests.","",""
"United Arab Emirates","ARE","Dromedary","al wathh","arabic","Wadh camels are a distinguished breed in the Arabian Peninsula, particularly in the Gulf countries. This breed is known for its beauty and Milking competitions.  Physical Characteristics:  Body: Wadh camels have a balanced and strong body with a noticeable muscular build. Color: They are typically white or light gray, known for their pure and attractive color. Head: Their head is large and distinctive, with wide, bright eyes that add to their beauty. Hump: The hump is prominent and distinctive, giving them an elegant appearance. Legs: Their legs are long and strong, enhancing their endurance and speed in races. Uses:  Beauty Contests: They also participate in camel beauty contests, where they are highly valued for their appearance and elegance. Fame and Status:  The Wadh breed holds a special place among camel breeders in the Gulf, and they are carefully maintained to ensure the breed’s purity and continuity. They are considered a symbol of pride and Arab traditions and are celebrated at camel-related events and festivals.","",""
"United Arab Emirates","ARE","Dromedary","bin thabian","arabic","**Bin Thabian camels** are a renowned breed in the Arabian Peninsula, particularly in the Gulf countries. This breed is known for its beauty and elegance and is considered one of the top breeds used in camel racing and beauty contests.  **Physical Characteristics:**  - Bin Thabian camels have a sleek and well-proportioned body, with colors ranging from light beige to brown. - They feature a small, rounded head with large, bright eyes. - Their hump is of medium size and notably elevated. - Their legs are long and slender, aiding in speed and endurance during races.  **Uses:**  - Bin Thabian camels are primarily used in camel racing due to their speed and endurance. - They also participate in camel beauty contests, where they are highly valued for their appearance and elegance.  **Fame and Status:**  - This breed holds a special place among breeders in the Gulf countries and is meticulously cared for to ensure the continuation and purity of the breed. - Bin Thabian camels are not only a symbol of Arab traditions and culture but also a source of pride and prestige for their owners.","",""
"United Arab Emirates","ARE","Dromedary","masihan","arabic","Mushayhan camels are a distinguished breed in the Arabian Peninsula, particularly in the Gulf countries. This breed is known for its beauty and exceptional performance in camel racing.  Physical Characteristics:  Body: Mushayhan camels have a strong and well-balanced body with a noticeable muscular build. Color: They are usually light beige or brown, though color can vary among individuals. Head: Their head is large and distinctive, with wide, lively eyes. Hump: The hump is prominent and distinctive, giving them an elegant appearance. Legs: They have long, sturdy legs that enhance their endurance and speed in races. Uses:  Camel Racing: Mushayhan camels are primarily used in camel racing due to their high speed and endurance. Beauty Contests: They also participate in camel beauty contests, where they are highly valued for their appearance and excellence in shows. Fame and Status:  The Mushayhan breed holds a prestigious position among camel breeders in the Gulf, and they are carefully maintained to ensure the breed's purity and continuity. They are considered a symbol of pride and Arab traditions and are celebrated at camel-related events and festivals.","",""
"United Arab Emirates","ARE","Dromedary","sughan","arabic","**Soughan camels** are a distinguished breed in the Arabian Peninsula, particularly in the Gulf countries. This breed is known for its beauty and exceptional performance in camel racing.  **Physical Characteristics:**  - **Body:** Soughan camels have a strong and well-balanced body with a prominent muscular build. - **Color:** They are typically white, giving them a pure and attractive appearance. - **Head:** Their head is large and distinctive, with wide, bright eyes that reflect their beauty. - **Hump:** The hump is prominent and clear, adding to their elegant look. - **Legs:** Their legs are long and strong, enhancing their endurance and speed in races.  **Uses:**  - **Camel Racing:** Soughan camels are primarily used in camel racing due to their speed and endurance. - **Beauty Contests:** They also participate in camel beauty contests, where they are valued for their appearance and elegance.  **Fame and Status:**  - The Soughan breed holds a special place among camel breeders in the Gulf and is carefully maintained to ensure its purity and quality. - They are considered a symbol of Arab traditions and pride and are celebrated at camel-related festivals and events.","",""
"United Arab Emirates","ARE","Goat","Al Ardi","arabic","The Ardi goat, also known as the ""Ardi"" goat, is a breed indigenous to Saudi Arabia and is highly valued for its milk production and meat quality. Ardi goats have a distinctive appearance with their large, drooping ears and long, flowing coats, which can be white, black, or a combination of both. They are medium to large in size, with a robust build and strong legs that enable them to navigate the rocky terrains of their native habitat. These goats are well adapted to the harsh desert environment and are known for their resilience and hardiness, making them an essential asset for pastoral communities in the region.","",""
"United Arab Emirates","ARE","Goat","Al-Daraai","arabic","The Darai goat, also known as the ""Daraa'i,"" is a breed known for its adaptability and resilience in harsh environments. These goats typically have a medium to large build and are characterized by their robust and sturdy frame. Their coat is usually short and can vary in color, often found in shades of brown, black, or a mix of both. Daraai goats are prized for their meat and milk production, and they play a significant role in the livelihoods of many rural communities in their native regions. They are also known for their strong and hardy nature, which allows them to thrive in arid and semi-arid climates.","",""
"United Arab Emirates","ARE","Goat","Alhuw","arabic","","","alramli goat"
"United Arab Emirates","ARE","Pigeon","alraabi","arabic","","",""
"United Arab Emirates","ARE","Pigeon","alzagel","arabic","","",""
"United Arab Emirates","ARE","Rabbit","Wild rabit","arabic","","",""
"United Arab Emirates","ARE","Sheep","Al Habsi","arabic","The Habsi sheep, also known as ""Habashi"" sheep, are native to the Arabian Peninsula. They are well-adapted to the region's hot and arid climate. Habsi sheep are medium to small in size and have a robust, muscular build. Their coat is typically short and varies in color, often found in shades of white, brown, black, or a combination of these. These sheep are primarily raised for their meat, which is highly valued for its flavor and quality. Habsi sheep are known for their hardiness and ability to graze on sparse vegetation, making them an important resource for the pastoral communities that raise them.","",""
"United Arab Emirates","ARE","Sheep","Al earab","arabic","Al earab sheep are characterized by their large size and characterized by their black color, others being gray and white, and there are no horns. It is used to produce meat, milk, and also wool.","",""
"United Arab Emirates","ARE","Sheep","Alnaami","arabic","Al Naami sheep is a well-known breed in the Arabian Gulf region, particularly in the United Arab Emirates. They are highly regarded for their meat, which is considered among the finest in quality. These sheep are medium to large sized with an attractive appearance, typically featuring a white coat with a brown head and legs. Their meat is a rich source of protein and healthy fats. In the UAE, Al Naimi sheep is valued not only for their meat production but also for their participation in beauty contests.","",""
"Argentina","ARG","Buffalo","Jafarabadi","ind","Long and voluminous body with great capacity of the rib cage. It is the size breed . Black fur and large head with great development of the frontal bone. Horns that descend to the sides of the face, in front of the ears, ending in a curl. The back is raised towards the withers and slightly curved. The haunch is large, long and straight. The udder is well shaped, with symmetrically arranged quarters and cylindrical teats. Productive characteristics: Excellent meat and milk producers. Milk production fluctuates between 1,800 and 2,700 liters. per lactation with a fat between","Jafarabadi",""
"Argentina","ARG","Buffalo","Mediterranea","es","on river buffalo, offspring of various Indian breeds, mainly the Surti breed , defined as a breed in Europe and other Mediterranean coasts. Common colors are black, dark gray, dark brown , and slate black .  White spots are undesirable: they are allowed only at the end of the tail. Animals with partial depigmentation are seen in the iris of the eyes (sarcous eyes).  The horns are medium, directed backwards, and towards the sides, with the tips closed upwards and inwards, forming a crescent.  The face is long, narrow and has long, sparse hairs on the lower edge of the jaw. The body is wide in relation to its length and the legs are short and robust. The cross is prominent and taller than the sacrum. The chest is deep and the abdomen is voluminous. The tail is short, but reaches the hock because of its low insertion. In general it is a compact, muscular and deep animal. The udder is medium in size but well formed, with well -squared quarters: it has an excellent conformation. In animals selected for milk , the city develops very well. The average live weight of the adult animal is 700-800 kilos in males and 600 kilos in females. This breed, excellent dairy and butcher. Milk production per lactation varies between 3000 and 4000 liters / lactation / buffalo. Female lifespan is 18 years with approximately 10 young.","Mediterranean",""
"Argentina","ARG","Buffalo","Murrah","ind","Native to the districts of Rothhak, Hisar, Jind and Gurgaon, in the state of Haryana. Its name is a Hindu word that means ""breathed"" and derives from the shape of its horns. These are black and spiral from their very base. They first face sideways and then complete a backward spiral that may be tight (Punjab Murrah) or not so tight (Kundi type Murrah).  The colour of the fur and hairs is jet black . White spots are not accepted, except at the end of the tail. This is so because totally black animals were considered to be the most productive.  They are massive, robust animals, with a deep, wide conformation, but not very long, that is, they are compact. With short limbs and heavy bones. Its head is short, light and the ears are short. They have a well udder , with well -marked veins and well -squared quarters. The nipples are easy to handle and pull.","Murrah",""
"Argentina","ARG","Cattle","Aberdeen Angus","eng.","","Aberdeen-Angus",""
"Argentina","ARG","Cattle","Asturiana de los Valles","es","Registered as a breed in 1989 by the breeders' association","Asturian Valley",""
"Argentina","ARG","Cattle","Ayrshire","en","Registered as a breed in 1926","Ayrshire",""
"Argentina","ARG","Cattle","Belted Galloway","eng.","Registered as a breed in 1919","Belted Galloway",""
"Argentina","ARG","Cattle","Blonde d'Aquitaine","fr.","Registered as a breed in 1978","Blonde D’aquitaine",""
"Argentina","ARG","Cattle","Bonsmara","","","Bonsmara",""
"Argentina","ARG","Cattle","Braford","eng.","Registered in the breed registry in 1989. Synthetic breed from the introduction of Brahman blood , mainly, and Nelore (Bos indicus sp.) In the excellent Hereford herds (Bos taurus sp.).  In this shape , a biotype was achieved that is characterized by its high production even under adverse environmental conditions, which translates into greater efficiency of conversion of grass into meat, greater disease resistance, less selectivity to grazing, recognized fertility, ease of calving. , maternal ability, longevity, docile temperament and great plasticity. These characteristics make the Braford a fundamental tool for livestock production both in the marginal areas of the north and in the humid pampas and the foothills.  In its years of uninterrupted growth , the breed has positioned itself in the Litoral and North region of the country, satisfying an increasingly demanding demand aimed at meeting its requirements in really difficult environments for livestock.  Breed Breeders who have already adopted it attest to its rusticity, precocity, fertility and docility .","Braford",""
"Argentina","ARG","Cattle","Brahman","eng.","","Brahman","American Brahman"
"Argentina","ARG","Cattle","Brangus","","","Brangus",""
"Argentina","ARG","Cattle","Charbay","en","Made up of 5/8 of Charolais blood and 3/8 of Brahman. Essentially butcher, which blends the rusticity and resistance of the Brahman with the quality of the meat and the docile temperament of the Charolais.","Charbray",""
"Argentina","ARG","Cattle","Charolais","fr.","","Charolais",""
"Argentina","ARG","Cattle","Chianina","","Registered as a breed in 1967","Chianina",""
"Argentina","ARG","Cattle","Devon","en","","Devon",""
"Argentina","ARG","Cattle","Dexter","en","Registered as a breed in 1927","Dexter",""
"Argentina","ARG","Cattle","Flamenca","es","Registered as a breed in 1915","",""
"Argentina","ARG","Cattle","Friburgo","en","","",""
"Argentina","ARG","Cattle","Ganado Criollo Argentino","sp.","The Argentine Criollo cattle is present in a large part of the national territory. At least three biotypes are distinguished: Criollo, Criollo Chaqueño, and Criollo Patagonico","","Criollo Patagonico, Criollo"
"Argentina","ARG","Cattle","Gelbvieh","en","Registered as a breed in 1966.","Gelbvieh",""
"Argentina","ARG","Cattle","Greyman","en","The Argentine Greyman has a docile temperament that allows easy handling, good fattening gains and quality meats. The size of the animals is moderate (850 kg males and 500 kg females) which means that they can cope with nutritional limitations. The exact indica blood ratio of the Argentine Greyman gives it plasticity to adapt to hot environments, both dry and humid. Source: Argentine Association of Murray Gray and Greyman breeders","",""
"Argentina","ARG","Cattle","Guernsey","","","Guernsey",""
"Argentina","ARG","Cattle","Hereford","eng.","It is bred in the traditional and polled hereford biotype.","Hereford",""
"Argentina","ARG","Cattle","Holando Argentino","sp.","","Holstein (black and white)","Holstein Friesian"
"Argentina","ARG","Cattle","Jersey","eng.","Registered as a breed in 1914","Jersey",""
"Argentina","ARG","Cattle","Limangus","","Synthetic breed developed in Argentina. At the beginning of the 70's, crosses between traditional Angus and Limousin of moderate size began to be made, in order to obtain an intermediate, rustic and fertile biotype, with good growth potential and development of important muscle masses. After evaluating different racial proportions, it stabilized at 3/8 LIMOUSIN 5/8 ANGUS","Limousin",""
"Argentina","ARG","Cattle","Limousin","fr.","","Limousin",""
"Argentina","ARG","Cattle","Marchigiana","en","In 1966 the first animals were imported. in 1972 it was incorporated into the breed registry. It is not very widespread.","Marchigiana",""
"Argentina","ARG","Cattle","Montbéliarde","fr","It is registered as a breed in 2007.","Montbéliarde",""
"Argentina","ARG","Cattle","Murray Grey","en","It is a cross between Angus and White Shorton. The first animals were imported in 2002. It was registered as a breed in 2006.","Murray Grey",""
"Argentina","ARG","Cattle","Nelore","es","It was imported from Brazil in 1943. In 1983 it was officially registered as a breed.","Nelore",""
"Argentina","ARG","Cattle","Normanda","","It is registered as a breed in the year 1917.","Normande",""
"Argentina","ARG","Cattle","Norwegian Red","en","It is registered as a breed in 2010.","Norwegian Red",""
"Argentina","ARG","Cattle","Overo Colorado Argentino","es","It is registered as a breed in the year 1926","",""
"Argentina","ARG","Cattle","Pardo Suizo","sp.","Registered as a breed in 1926.","Brown Swiss","Brown Swiss"
"Argentina","ARG","Cattle","Piamontesa","","Registered as a breed in 1991","Piedmont",""
"Argentina","ARG","Cattle","Pinzgauer","es","It is registered as a breed in 1978.","Pinzgau",""
"Argentina","ARG","Cattle","Red Brahman","es","It is distributed in the north of the provinces of Santa Fé and Santiago del Estero","Brahman",""
"Argentina","ARG","Cattle","Red Poll","","It is registered as a breed in the year 1901.","Red Poll",""
"Argentina","ARG","Cattle","Red Simmental","en","registered as a breed in 1997","Simmental",""
"Argentina","ARG","Cattle","Retinta","es","It is a breed recognized for its great rusticity, well adapted to difficult agroclimatic conditions, developing in highly variable environments, with high temperatures in summer and sharp drops in winter. It is registered as a breed in the country in the year 1880.","",""
"Argentina","ARG","Cattle","Rod Brokid","es","Registered as a breed in 1987.","Swedish Red",""
"Argentina","ARG","Cattle","Romagnola","es","The first imports occurred in 1966. It is registered as a breed in 1972.","Romagnola",""
"Argentina","ARG","Cattle","Salers","fr.","It is registered as a breed in 1990","Salers",""
"Argentina","ARG","Cattle","Santa Gertrudis","","It entered the country in 1950. It was registered as a breed in 1968.","Santa Gertrudis",""
"Argentina","ARG","Cattle","Senangus","es","Synthetic breed composed of a. Angus and Senepol. Registered as a breed in 2015","",""
"Argentina","ARG","Cattle","Seneford","es","Synthetic breed product of crosses between the Breed and Hereford breed. It is registered as a breed in the year 2021. It is presented as a breed oriented towards the production of quality meat in environments that demand great rusticity from cattle, mainly due to high temperatures and the scarce nutritional supply.","",""
"Argentina","ARG","Cattle","Senepol","es","It joined the breed registry in 2012. It stands out for its great tolerance and adaptation to extreme conditions of temperature and humidity.","Senepol",""
"Argentina","ARG","Cattle","Shorthorn","eng.","Introduced to the country in 1836. It is registered as a breed in 1888, and in 1921 the Shorthorn Breeders Association is formalized. There are different biotypes, polled shorthorn; Milkman; and Lincoln red shorthorn","Shorthorn",""
"Argentina","ARG","Cattle","Shorthorn Plus","en","It was registered as a breed in 2012. Originally from the USA, product of crosses 50% Shorthorn and 50% other breeds. In Argentina this breed is made up of 50% shorthorn and 50% Angus","Shorthorn",""
"Argentina","ARG","Cattle","Simbrah","es","It is registered as a breed in 1992. It is a synthetic breed product of the crossbreeding between Simmental and Brahman in different proportions.","Simbrah",""
"Argentina","ARG","Cattle","Simmental","es","Registered as a breed in 1922.","Simmental","Fleckvieh"
"Argentina","ARG","Cattle","Sueca Roja y Blanca","es","It is registered as a breed in 1999.","Swedish Red",""
"Argentina","ARG","Cattle","Tabapuá","es","It was registered as a breed in 1987 from animal imports from Brazil. It has been used in Argentina to fix the mocho character in Braford","Tabapua",""
"Argentina","ARG","Cattle","Tuli","","It is registered as a breed in 1998.","Tuli",""
"Argentina","ARG","Cattle","Wagyu","jp","Breed from Japan. It is used to crossbreeding with other breeds. It is registered as a breed in 2008","Wagyu",""
"Argentina","ARG","Cattle","West Highland","eng.","It is registered as a breed in 1925. Of Scottish origin from the Highlands.","Highland",""
"Argentina","ARG","Chicken","Gallina Mapuche","Español","","",""
"Argentina","ARG","Goat","Alpina Británica","sp.","","British Alpine",""
"Argentina","ARG","Goat","Anglo-Nubian","eng.","","Anglo-Nubian",""
"Argentina","ARG","Goat","Angora","","","Angora",""
"Argentina","ARG","Goat","Boer","dutch","","Boer",""
"Argentina","ARG","Goat","Cabra Criolla Formoseña","español","","",""
"Argentina","ARG","Goat","Cabra Criolla Serrana","es","","",""
"Argentina","ARG","Goat","Cabra Criolla de la Quebrada de Humahuaca","sp","","",""
"Argentina","ARG","Goat","Cabra Sanluiseña","sp.","","",""
"Argentina","ARG","Goat","Colorada pampeana","sp.","","",""
"Argentina","ARG","Goat","Criolla Neuquina","Español","The Neuquina Criolla breed is found in the Neuquén Province, Patagonia. Rised by shepherds (crianceros) in a seasonal, transhumant sistem. Fleece with coarse and fine fibres. Straight profile, shaped spiral horns; medium sized and sligthly drooping ears. Adult Females weight: 40 kg -Adult males weight 64 Kg. There is a coloured, short hair type (""pelado"") and a white long hair type (""chilludo"").","",""
